"Name","Type of Institution","Old Name","Date Reregistered","Street Address","Area","State","Telephone","Fax","website","eMail","Postal Address","Country","Ownership Type","Comments","Date Licensed"
"Gidalco Bureau De Change Limited","Bureau De Change","","","UMMI PLAZA, BEHIND ZARIA ROAD, OPP. KANO STATE HOUSE OF ASSEMBLY","","KAN","08023646362, 08065578400","","","","","NGN","Domestic","","",
"Gidan Bakware BDC Ltd","Bureau De Change","","","SUITE 19, 3RD FLOOR, ZONE 4 PLAZA, WUSE 4,ADIS ABABA CRESCENT","","ABU","","","","","","NGN","Domestic","","",
"Gidan Megoruba BDC Ltd","Bureau De Change","","","NO 20 IBRAHIM TAIWO ROAD, KANO ","","KAN","","","","","","NGN","Domestic","","",
"Gidauniya BDC Ltd","Bureau De Change","","","1ST FLOOR, AFRICAN ALLIANCE BUILDING,1 SANIABCHA","","KAN","234-64891332","","","","","NGN","Domestic","","",
"Gidoga Bureau De Change Limited","Bureau De Change","","","Shop 65, NAF Camp Plaza, Bello Way, LEGICO Bus Stop, Victoria Island","","LAG","8023456933","","","","","NGN","Domestic","","",
"Gilaso BDC Ltd","Bureau De Change","","","No 1B Duni Street, Wapa, Fagge, Kano","","KAN","","","","","","NGN","Domestic","","",
"Giro Bureau De Change Limited","Bureau De Change","","","Shop 13, Obi Village, Opp. Arik Airline Domestic Terminal 1, Local Airport, Ikeja - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Give And Collect Bureau De Change Limited","Bureau De Change","","","Suite 315, Fabdal Plaza, Addis Abba Crescent, Wuse Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Gll Bureau De Change","Bureau De Change","","","No. 96/102 Broad Street, 4th Floor, Mandilas House","","LAG","","","","","","NGN","Domestic","","",
"Global Mandate Bureau De Change Limited","Bureau De Change","","","Ground Floor, Wing C, Plot 72, Ahmadu Bello Way, Central Business District, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Global Trade Mark Bureau De Change Limited","Bureau De Change","","","Zone 4, Plaza, Plot 2249, Addis Ababa Crescent, Wuse, Abuja","","ABU","7028166001","","","","","NGN","Domestic","","",
"Globestar Bureau De Change Limited","Bureau De Change","","","SUITE 10, 51 MARINA","","LAG","","","","","","NGN","Domestic","","",
"Gloryfalls BDC Ltd","Bureau De Change","","","No. 29, A.E. Ekukinam Street, Utako District, Abuja","","ABU","","","","","","NGN","Domestic","","",
"GMI Bureau De Change Limited","Bureau De Change","","","3A, Ibrahim Taiwo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Goddyson BDC Limited","Bureau De Change","","","No.9,2nd Floor,Breadfruit Street,Lagos Island,Lagos","","LAG","8091797647","","","","","NGN","Domestic","","",
"God's Guide BDC Ltd","Bureau De Change","","","ZONE D, BLK 1 SUITE 66&101,ASPAMDA PLAZA TRADE FAIR COMPLEX, LAGOS","","LAG","08035702056, 08033250393","","","","","NGN","Domestic","","",
"God's- Mercies BDC Ltd","Bureau De Change","","","No. 3/7 Kakawa Street, By Daily Times Buiding, Lagos","","LAG","8024919195","","","","","NGN","Domestic","","",
"Godsown BDC Ltd","Bureau De Change","","","ZONE A,BLOCK3,SHOP1,ASPMDA TRADEFAIR,BADAGRY EXPRESSWAY.LAGOS. 08033078387","","LAG","","","","","","NGN","Domestic","","",
"Godyeo Bureau De Change Limited","Bureau De Change","","","Eleganza Plaza, Aquarius Block, Ground Floor, Left Wing, 1 Commercial Road, Apapa","","LAG","8021249718","","","","","NGN","Domestic","","",
"Gogori BDC Ltd","Bureau De Change","","","No 38B, Lakechad Crescent, Off IBB Boulevard, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Gold Coast BDC Ltd","Bureau De Change","","","IBB House,  by Dandalama Road, Kano","","KAN","08097284348, 08094019635","","","","","NGN","Domestic","","",
"Gold Plate BDC Ltd","Bureau De Change","","","Plot 5,Imam Habib Adetoro Street,Victoria Island Lagos.","","LAG","8074380777","","","","","NGN","Domestic","","",
"Gold Showers BDC Ltd","Bureau De Change","","","Zone A, Block 4, Shop 4, ASPAMDA Complex, Int'l Trade Fair, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Goldbond Bureau De Change","Bureau De Change","","","2nd Floor, 26, Abibu Oki Street, Off Broad Street, Lagos","","LAG","01-8980347; 8737058; 08062351596","","","","","NGN","Domestic","","",
"Goldcom BDC Ltd","Bureau De Change","","","13/17 BREADFRIUT STR.LAGOS","","LAG","01-08084674264","","","","","NGN","Domestic","","",
"Golden Axe BDC Ltd","Bureau De Change","","","Zone A,Block 2,Shop No.69,ASPAMDA Trade Fiar Complex,Lagos.","","LAG","7067576885","","","","","NGN","Domestic","","",
"Golden Boot BDC","Bureau De Change","","","No.2A ,Olajide Jomori Street,Off Simbiat Abioloa Road, Ikeja, Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Golden Bull BDC Ltd","Bureau De Change","","","No 1, Katsina Road, Tambari Zango House, Kano","","KANO","","","","","","NGN","Domestic","","",
"Golden Currencies Bureau De Change Limited","Bureau De Change","","","Block A2-1, Suite 170, Sura Shopping Complex,Ikoyi, Lagos. Old: 1st Floor, Tinubu Shopping Complex, Off Alli Street, Tinubu Square, Lagos Island","","LAG","","","","","","NGN","Domestic","","",
"Golden Finger BDC Ltd","Bureau De Change","","","15/17 Abibu Oki Street, Lagos Island, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Golden Gate BDC Ltd","Bureau De Change","","","City Mart Complex,No. 455 Nnebisi Road,Asaba,Delta State.","","DEL","7067576885","","","","","NGN","Domestic","","",
"Golden Seasons Bureau De Change Limited","Bureau De Change","","","51, Ibrahim Taiwo Road, Kano","","KAN","064-649243; 08065274005, 08037037008","","","","","NGN","Domestic","","",
"Golden Shell BDC Ltd","Bureau De Change","","","No. 12, Sani Adewale Street, Lagos Island","","LAG","","","","","","NGN","Domestic","","",
"Golden Treasure Bureau De Change Limited","Bureau De Change","","","Good Treasure West Africa Limited, Great Nigeria House, 17th Floor, 47/57, Martins Street, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Goldmine Bureau De Change Limited","Bureau De Change","","","23/29, Abibu Oki Street, Teju Investment House, Lagos","","LAG","0802 301 0125","","","","","NGN","Domestic","","",
"Goldspring Bureau De Change","Bureau De Change","","","No.72 Broad Street","","LAG","","","","","","NGN","Domestic","","",
"Goldstrand BDC Ltd","Bureau De Change","","","Shop A1 Ide Plaza,Herbert Macaulay Way,Abuja.","","ABU","8033078247","","","","","NGN","Domestic","","",
"Gona BDC Ltd","Bureau De Change","","","NO 20 SANNI ADEWALE STREET","","LAG","08023253385, 0803330031","","","","","NGN","Domestic","","",
"Good News Limited","Bureau De Change","","","No.CF 26,Kaura Modern Market,Gudu Market,Abuja.","","LAG","8033497026","","","","","NGN","Domestic","","",
"Good Shepherd BDC Limited","Bureau De Change","","","96/102 Broad Street, Lagos Island,Lagos","","LAG","","","","","","NGN","Domestic","","",
"Goodfaith Bureau De Change Ltd","Bureau De Change","","","9A, Oko-Awo Close, BQ Back Flat, off Karimu Ikotun, Victoria Island","","LAG","","","","","","NGN","Domestic","","",
"Goodtimes Forex Echange BDC Ltd","Bureau De Change","","","Block A2-3,Suite 45,Sura Shopping Complex,Simpson Street,Lagos Island,Lagos.","","LAG","8037280094","","","","","NGN","Domestic","","",
"Goodwill Global BDC","Bureau De Change","","","Suite B102, 11 Dunukofia Street, Opposite NNPC Quarters, Area 11, Garki","","ABU","","","","","","NGN","Domestic","","",
"Go-Well Bureau De Change Limited","Bureau De Change","","","6, Adejobi Street, Anthony Village, Lagos","","LAG","0802 367 3377","","","","","NGN","Domestic","","",
"Gracefield BDC Ltd","Bureau De Change","","","50/52 Broad Street,Lagos","","LAG","","","","","","NGN","Domestic","","",
"Graceland Bureau De Change Limited","Bureau De Change","","","c/o 77, Market Road, Aba, Abia State","","ABI","0803 717 6020","","","","","NGN","Domestic","","",
"Gradual Process BDC Ltd","Bureau De Change","","","SHOP 67,BLOCK 4,ZONE A ASPAMDA.BADAGRY EXPRESSWAY. LAGOS","","LAG","080-33047570","","","","","NGN","Domestic","","",
"Grandcap Bureau De Change Limited","Bureau De Change","","","The Pent House (Back Entrance), A. G. Leventis Building, 42/43 Marina Street, P.O.Box 6202, Marina, Lagos ","","LAG","08022237634, 07035258146","","","","","NGN","Domestic","","",
"Grange BDC Ltd","Bureau De Change","","","BLOCK B12 SUITE 18, SURA SHOPPING COMPLEX,SIMPSON ST.ISLAND.LAGOS","","LAG","","","","","","NGN","Domestic","","",
"Granoble BDC","Bureau De Change","","","Suite 80, Block 2, Promise Land, APT Market, Trade Fair Complex, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Great Albert BDC Limited","Bureau De Change","","","No.77,Market Road,Aba.","","KAN","","","","","","NGN","Domestic","","",
"Great Endurance BDC Ltd","Bureau De Change","","","HOUSE 3,RD 33,3RD AVE.GOWON ESTATE EGBEDA IYANA-IPAJA,LAGOS","","LAG","08087779115, 08099733710","","","","","NGN","Domestic","","",
"Great Height BDC Limited","Bureau De Change","","","96/102 Broad Street,Lagos Island,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Great Mobility BDC","Bureau De Change","","","Suite 40, Obi village, Murtala Mohammed Local Airport, Ikeja, Lagos.","","LAG","8033115188","","","","","NGN","Domestic","","",
"Green Back BDC Ltd","Bureau De Change","","","No. 20, Addis Abba Crescent, Wuse Zone 4.","","ABU","7065576885","","","","","NGN","Domestic","","",
"Green Fillet BDC Ltd","Bureau De Change","","","Plot 5, Imam Habib Adetoro, V/I, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Green Garden BDC Ltd","Bureau De Change","","","No. 6, Sulubolaji Street, Lagos Island, Lagos State. Old Address: SUITE 3,1ST FLOOR ZONE 4 PLAZA, WUSE ZONE 4, ABUJA","","LAG","","","","","","NGN","Domestic","","",
"Green House Bureau De Change","Bureau De Change","","","Suite 23, 2nd Floor, Kingsway Building, 51/52, Marina - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Green Point BDC Ltd","Bureau De Change","","","No.15,Suez Crescent,Off Ladi Kwali Street,Ibrahim Abacha Estate,Wuse Zone 4,Abuja.","","ABU","8033112328","","","","","NGN","Domestic","","",
"Green Valley BDC Ltd","Bureau De Change","","","Admiralty Buidling, 202, Olu Obasanjo Road, Portharcout, Rivers State. Old: 4 WOKE STREET,OFF ABACHA ROAD,GRA PHASE 111, PH","","RIV","","","","","","NGN","Domestic","","",
"Greenlight Bureau De Change Limited","Bureau De Change","","","2nd floor, 88/92, Broad Street, Lagos","","LAG","08030945869; 07028818176","","","","","NGN","Domestic","","",
"Greenstem Bureau De Change Limited","Bureau De Change","","","Suite O9 & 17, Ikota Shopping Complex, VGC, Lekki-Pennisula","","LAG","07098767112; 07027702837","","","","","NGN","Domestic","","",
"Groveg Bureau De Change Limited","Bureau De Change","","","c/o White Knight Capital Limited, 9th Floor, Investment House, 21/25, Broad Street, Lagos","","LAG","8072503979","","","","","NGN","Domestic","","",
"Gubaco BDC Ltd","Bureau De Change","","","Kano","","KAN","","","","","","NGN","Domestic","","",
"Gucci BDC Limited","Bureau De Change","","","No.12,Okota Road,Amuwo Odofin,Lagos","","LAG","8033075806","","","","","NGN","Domestic","","",
"Gude BDC Ltd","Bureau De Change","","","No. 59, Murtala Moh'd Way, Kano","","KAN","","","","","","NGN","Domestic","","",
"Gudorum Bureau De Change Limited","Bureau De Change","","","54, Shehu Sanda Kura Road, Baban Layi, Maiduguri","","BOR","","","","","","NGN","Domestic","","",
"Gudumb Royal BDC","Bureau De Change","","","No. 29, Owerri Road Asata, Enugu.","","ENU","8033337603","","","","","NGN","Domestic","","",
"Gueve BDC Limited","Bureau De Change","","","No. S.W.278, Yoruba Road, Minna,Niger State.","","NIG","803601033","","","","","NGN","Domestic","","",
"Gundutse BDC Ltd","Bureau De Change","","","NO. 42 ZOO ROAD","","KAN","08089098952, O64-978105","","","","","NGN","Domestic","","",
"Gwamma BDC Ltd","Bureau De Change","","","N0. 60 MURTALA MUHAMMED WAY, OFF ILLO AVENUE KANO","","KAN","070-31167195","","","","","NGN","Domestic","","",
"Gwarzo Exchange BDC Limited","Bureau De Change","","","14B,Beirut Road, by Ajasa Road,Kano.","","ABI","8076188157","","","","","NGN","Domestic","","",
"Gyd Global BDC Limited","Bureau De Change","","","Shop 112, First Floor Kings Shopping Complex, Plot 307 Ahmadu Bello Way, Kado, Abuja","","KAN","","","","","","NGN","Domestic","","",
"Gyel-Gyel BDC Ltd","Bureau De Change","","","59 M/M WAY, KANO","","KAN","","","","","","NGN","Domestic","","",
"H. Y. D. Bureau De Change Ltd","Bureau De Change","","","10, Bayajidda- Lebanon Road, Kwari Market, Kano ","","KAN","08023362351, 07032126561","","","","","NGN","Domestic","","",
"H.I. Bureau De Change Limited","Bureau De Change","","","619, Fagge Takudu, Kano","","KAN","8032212529","","","","","NGN","Domestic","","",
"H.M. Danzago BDC","Bureau De Change","","","No. 114, Katsina  Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"H.M. Yahaya BDC Ltd","Bureau De Change","","","NO 15 ASHTON ROAD, KANO","","KAN","070-31167195","","","","","NGN","Domestic","","",
"Habdamol Bureau De Change Limited","Bureau De Change","","","11, Martins Street, 4th Floor, Opposite Bristol Hotel, Lagos Island","","LAG","01 - 4703467","","","","","NGN","Domestic","","",
"Habjis BDC","Bureau De Change","","","NO. 12 UNITY ROAD, KANO,P.O.BOX 2839 KANO","","KAN","08067633593, 08036540333","","","","","NGN","Domestic","","",
"Haco BDC Limited","Bureau De Change","","","No.11,Ihiala Street,Nnewi,A nambra","","ANA","","","","","","NGN","Domestic","","",
"Hadaico Bureau De Change Limited","Bureau De Change","","","Block A, Suite 6, GSM Village, Ikeja - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Hadeem BDC Ltd","Bureau De Change","","","PLOT 2249 ADDIS ABABA CRESCENT,WUSE ZONE 4,ABUJA","","ABU","","","","","","NGN","Domestic","","",
"Hadejia Bureau De Change Limited","Bureau De Change","","","No 128 Broad Street, Lagos Island Old Address: NO 132 BROAD STREET, LAGOS ISLAND","","LAG","","","","","","NGN","Domestic","","",
"Hadezeex BDC Ltd","Bureau De Change","","","32, Kosoko Place,Ereko Street, Idumota, Lagos Island, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Hadio Bureau De Change Limited","Bureau De Change","","","29, Awolowo Way, Ikeja, Lagos      Old Address: c/o 26, Abibu Oki Street, Excel Plaza, 1st Floor, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Hadum BDC","Bureau De Change","","","Suite 57,Alausa Shopping Mail,Ikeja,Lagos.","","LAG","8033324853","","","","","NGN","Domestic","","",
"Hafaha BDC Limited","Bureau De Change","","","No.25, Hausari Babban Layi, Maiduguri,Borno State.","","BOR","8032703235","","","","","NGN","Domestic","","",
"Haiwa Bureau De Change Limited","Bureau De Change","","","No. 4, IBB Way, Opposite Kwari Market, Kano. Old Address: 58, Fagge D. Abba Gana Street, Kano","","KAN","08023334354, 08052525295, 08036884555","","","","","NGN","Domestic","","",
"Hajar BDC","Bureau De Change","","","No. 30 A, DBM Plaza, Aminu Kano Crescent, Wuse 2, Abuja.","","ABU","8051774300","","","","","NGN","Domestic","","",
"Haji Kawu Bureau De Change","Bureau De Change","","","No. 32 Kosoko Street, Iga Palace, Off Ereko Street, 3rd Floor, Idumota, Lagos","","LAG","8033112328","","","","","NGN","Domestic","","",
"Haji Kawu Investment Bureau De Change","Bureau De Change","","","No. 32 Kosoko Street, Iga Palace, Off Ereko Street, 3rd Floor, Idumota, Lagos","","LAG","8033112328","","","","","NGN","Domestic","","",
"Hajiya Halima BDC Ltd","Bureau De Change","","","NO 5 AJASA ROAD, KANO","","KAN","","","","","","NGN","Domestic","","",
"Haklycash BDC Ltd","Bureau De Change","","","B7,Bolori Shopping Complex,Lagos Stret,Maiduguri,Borno Staet.","","BOR","8039660547","","","","","NGN","Domestic","","",
"Hal Jazaul Ihsan BDC Ltd","Bureau De Change","","","NO.83, DUKUWUYA QTRS, FCE EXT, BUK ROAD , KANO","","KAN","","","","","","NGN","Domestic","","",
"Halawa Bureau De Change Limited","Bureau De Change","","","Nigeria Airways Cabin Crew Road, Terminal 1, MMA, Ikeja","","LAG","08042137717; 08036205660; 09-8502010","","","","","NGN","Domestic","","",
"Hamada Bureau De Change Ltd","Bureau De Change","","","14-15, Ummi Plaza, Trade Fair Complex, Off Zaria Road, Opp. House of Assembly, Kano","","KAN","09-61635606","","","","","NGN","Domestic","","",
"Hamdala Bureau De Change Limited","Bureau De Change","","","2, Club Road, Hamdala Hotel, Kaduna","","KAD","","","","","","NGN","Domestic","","",
"Hamdam BDC","Bureau De Change","","","Flat 1, Addis Ababa Crescent, Wuse Zopne 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Hamdan Lirabbi BDC Ltd","Bureau De Change","","","NO.83 FCE ROAD, KANO","","KAN","8058196403","","","","","NGN","Domestic","","",
"Hamdan Salas Bureau De Change Limited","Bureau De Change","","","Shop 9/5, Layiu Sarki Street, Jos","","PLA","","","","","","NGN","Domestic","","",
"Hamjaf BDC Ltd","Bureau De Change","","","No. 4, Euphrame Street,off Aguyi Ironsi Street, Maitama, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Hammark Bureau De Change Limited","Bureau De Change","","","Suite B, 120 Queen Fem (Green Plaza), Plot 278, Aminu Kano Crescent, Wuse II, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Hammsa BDC","Bureau De Change","","","No. 42, Suite 1, Sabiri Street, Maitama, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Hamsel BDC Ltd","Bureau De Change","","","NO. 19 BIDA ROAD, ONITSHA, ANAMBRA","","ANA","08037169374, 07057279191","","","","","NGN","Domestic","","",
"Hamsyl Bureau De Change Limited","Bureau De Change","","","1, Civic Centre, Zaria Road, Kano","","KAN","064 - 947045; 988138","","","","","NGN","Domestic","","",
"Hand To Hand Bureau De Change Limited","Bureau De Change","","","2nd Floor, Suite 303, Fabdal Plaza, 17, Constantine Street, Wuse Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Handas BDC Ltd","Bureau De Change","","","NO 99 OBAFEMI AWOLOWO WAY, IKEJA LAGOS","","LAG","","","","","","NGN","Domestic","","",
"Handslide BDC Limited","Bureau De Change","","","No.21 Negro Crescent,Off Euphrates,Maitama,Abuja.","","OGU","8076188157","","","","","NGN","Domestic","","",
"Hankook Bureau De Change Limited","Bureau De Change","","","19, Alhaji Bashorun Street, Norman Williams, Ikoyi - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Hanzy Bureau De Change","Bureau De Change","","","Plot 5,Col. A.D. Umar Raod, Ungwar Rimi, Kaduna","","KAD","08037860069,","","","","","NGN","Domestic","","",
"Hartais BDC Ltd","Bureau De Change","","","NO. 2 MILLER ROAD,OPPOSITE POLICE MESS BOMPAI","","KAN","7031167195","","","","","NGN","Domestic","","",
